"id","name","type","slug","name_with_type","path","path_with_type","code","parent_code","isDeleted"
"60eaaa721173335842c35ebd"," A Dơi","xa","a-doi","Xã  A Dơi"," A Dơi, Hướng Hóa, Quảng Trị","Xã  A Dơi, Huyện Hướng Hóa, Tỉnh Quảng Trị","19483","465","False"
"60eaaa721173335842c369a0"," An Lạc","phuong","an-lac","Phường  An Lạc"," An Lạc, Bình Tân, Hồ Chí Minh","Phường  An Lạc, Quận Bình Tân, Thành phố Hồ Chí Minh","27460","777","False"
"60eaaa721173335842c365d2"," Đắk Lao","xa","dak-lao","Xã  Đắk Lao"," Đắk Lao, Đắk Mil, Đắk Nông","Xã  Đắk Lao, Huyện Đắk Mil, Tỉnh Đắk Nông","24667","663","False"
"60eaaa731173335842c36e3f"," Hòa Thuận","xa","hoa-thuan","Xã  Hòa Thuận"," Hòa Thuận, Giồng Riềng, Kiên Giang","Xã  Hòa Thuận, Huyện Giồng Riềng, Tỉnh Kiên Giang","30949","906","False"
"60eaaa6e1173335842c34ce9"," Hoàng Văn Thụ","xa","hoang-van-thu","Xã  Hoàng Văn Thụ"," Hoàng Văn Thụ, Văn Lãng, Lạng Sơn","Xã  Hoàng Văn Thụ, Huyện Văn Lãng, Tỉnh Lạng Sơn","06178","182","False"
"60eaaa701173335842c356df"," Mỹ Lộc","xa","my-loc","Xã  Mỹ Lộc"," Mỹ Lộc, Thái Thụy, Thái Bình","Xã  Mỹ Lộc, Huyện Thái Thụy, Tỉnh Thái Bình","12949","341","False"
"60eaaa701173335842c35d32"," Tây Sơn","thi-tran","tay-son","Thị trấn  Tây Sơn"," Tây Sơn, Hương Sơn, Hà Tĩnh","Thị trấn  Tây Sơn, Huyện Hương Sơn, Tỉnh Hà Tĩnh","18136","439","False"
"60eaaa721173335842c35ff6"," Tư","xa","tu","Xã  Tư"," Tư, Đông Giang, Quảng Nam","Xã  Tư, Huyện Đông Giang, Tỉnh Quảng Nam","20482","505","False"
"60eaaa721173335842c368d3","01","phuong","01","Phường 01","01, Gò Vấp, Hồ Chí Minh","Phường 01, Quận Gò Vấp, Thành phố Hồ Chí Minh","26896","764","False"
"60eaaa721173335842c368e5","01","phuong","01","Phường 01","01, Bình Thạnh, Hồ Chí Minh","Phường 01, Quận Bình Thạnh, Thành phố Hồ Chí Minh","26944","765","False"
"60eaaa721173335842c368f0","01","phuong","01","Phường 01","01, Tân Bình, Hồ Chí Minh","Phường 01, Quận Tân Bình, Thành phố Hồ Chí Minh","26977","766","False"
"60eaaa721173335842c3690b","01","phuong","01","Phường 01","01, Phú Nhuận, Hồ Chí Minh","Phường 01, Quận Phú Nhuận, Thành phố Hồ Chí Minh","27058","768","False"
"60eaaa721173335842c36940","01","phuong","01","Phường 01","01, 3, Hồ Chí Minh","Phường 01, Quận 3, Thành phố Hồ Chí Minh","27160","770","False"
"60eaaa721173335842c36948","01","phuong","01","Phường 01","01, 10, Hồ Chí Minh","Phường 01, Quận 10, Thành phố Hồ Chí Minh","27184","771","False"
"60eaaa721173335842c3695c","01","phuong","01","Phường 01","01, 11, Hồ Chí Minh","Phường 01, Quận 11, Thành phố Hồ Chí Minh","27247","772","False"
"60eaaa721173335842c3696b","01","phuong","01","Phường 01","01, 4, Hồ Chí Minh","Phường 01, Quận 4, Thành phố Hồ Chí Minh","27298","773","False"
"60eaaa721173335842c36973","01","phuong","01","Phường 01","01, 5, Hồ Chí Minh","Phường 01, Quận 5, Thành phố Hồ Chí Minh","27325","774","False"
"60eaaa721173335842c36982","01","phuong","01","Phường 01","01, 6, Hồ Chí Minh","Phường 01, Quận 6, Thành phố Hồ Chí Minh","27370","775","False"
"60eaaa721173335842c3698a","01","phuong","01","Phường 01","01, 8, Hồ Chí Minh","Phường 01, Quận 8, Thành phố Hồ Chí Minh","27394","776","False"
"60eaaa721173335842c368e4","02","phuong","02","Phường 02","02, Bình Thạnh, Hồ Chí Minh","Phường 02, Quận Bình Thạnh, Thành phố Hồ Chí Minh","26941","765","False"
"60eaaa721173335842c368ec","02","phuong","02","Phường 02","02, Tân Bình, Hồ Chí Minh","Phường 02, Quận Tân Bình, Thành phố Hồ Chí Minh","26965","766","False"
"60eaaa721173335842c3690c","02","phuong","02","Phường 02","02, Phú Nhuận, Hồ Chí Minh","Phường 02, Quận Phú Nhuận, Thành phố Hồ Chí Minh","27061","768","False"
"60eaaa721173335842c3693f","02","phuong","02","Phường 02","02, 3, Hồ Chí Minh","Phường 02, Quận 3, Thành phố Hồ Chí Minh","27157","770","False"
"60eaaa721173335842c3694a","02","phuong","02","Phường 02","02, 10, Hồ Chí Minh","Phường 02, Quận 10, Thành phố Hồ Chí Minh","27190","771","False"
"60eaaa721173335842c3695d","02","phuong","02","Phường 02","02, 11, Hồ Chí Minh","Phường 02, Quận 11, Thành phố Hồ Chí Minh","27250","772","False"
"60eaaa721173335842c36969","02","phuong","02","Phường 02","02, 4, Hồ Chí Minh","Phường 02, Quận 4, Thành phố Hồ Chí Minh","27292","773","False"
"60eaaa721173335842c36970","02","phuong","02","Phường 02","02, 5, Hồ Chí Minh","Phường 02, Quận 5, Thành phố Hồ Chí Minh","27313","774","False"
"60eaaa721173335842c36981","02","phuong","02","Phường 02","02, 6, Hồ Chí Minh","Phường 02, Quận 6, Thành phố Hồ Chí Minh","27367","775","False"
"60eaaa721173335842c36989","02","phuong","02","Phường 02","02, 8, Hồ Chí Minh","Phường 02, Quận 8, Thành phố Hồ Chí Minh","27391","776","False"
"60eaaa721173335842c368d7","03","phuong","03","Phường 03","03, Gò Vấp, Hồ Chí Minh","Phường 03, Quận Gò Vấp, Thành phố Hồ Chí Minh","26902","764","False"
"60eaaa721173335842c368e6","03","phuong","03","Phường 03","03, Bình Thạnh, Hồ Chí Minh","Phường 03, Quận Bình Thạnh, Thành phố Hồ Chí Minh","26947","765","False"
"60eaaa721173335842c368f1","03","phuong","03","Phường 03","03, Tân Bình, Hồ Chí Minh","Phường 03, Quận Tân Bình, Thành phố Hồ Chí Minh","26980","766","False"
"60eaaa721173335842c3690a","03","phuong","03","Phường 03","03, Phú Nhuận, Hồ Chí Minh","Phường 03, Quận Phú Nhuận, Thành phố Hồ Chí Minh","27055","768","False"
"60eaaa721173335842c3693e","03","phuong","03","Phường 03","03, 3, Hồ Chí Minh","Phường 03, Quận 3, Thành phố Hồ Chí Minh","27154","770","False"
"60eaaa721173335842c36953","03","phuong","03","Phường 03","03, 11, Hồ Chí Minh","Phường 03, Quận 11, Thành phố Hồ Chí Minh","27220","772","False"
"60eaaa721173335842c36967","03","phuong","03","Phường 03","03, 4, Hồ Chí Minh","Phường 03, Quận 4, Thành phố Hồ Chí Minh","27286","773","False"
"60eaaa721173335842c3696e","03","phuong","03","Phường 03","03, 5, Hồ Chí Minh","Phường 03, Quận 5, Thành phố Hồ Chí Minh","27307","774","False"
"60eaaa721173335842c36985","03","phuong","03","Phường 03","03, 6, Hồ Chí Minh","Phường 03, Quận 6, Thành phố Hồ Chí Minh","27379","775","False"
"60eaaa721173335842c3698b","03","phuong","03","Phường 03","03, 8, Hồ Chí Minh","Phường 03, Quận 8, Thành phố Hồ Chí Minh","27397","776","False"
"60eaaa721173335842c368d2","04","phuong","04","Phường 04","04, Gò Vấp, Hồ Chí Minh","Phường 04, Quận Gò Vấp, Thành phố Hồ Chí Minh","26893","764","False"
"60eaaa721173335842c368ed","04","phuong","04","Phường 04","04, Tân Bình, Hồ Chí Minh","Phường 04, Quận Tân Bình, Thành phố Hồ Chí Minh","26968","766","False"
"60eaaa721173335842c36906","04","phuong","04","Phường 04","04, Phú Nhuận, Hồ Chí Minh","Phường 04, Quận Phú Nhuận, Thành phố Hồ Chí Minh","27043","768","False"
"60eaaa721173335842c3693c","04","phuong","04","Phường 04","04, 3, Hồ Chí Minh","Phường 04, Quận 3, Thành phố Hồ Chí Minh","27148","770","False"
"60eaaa721173335842c3694b","04","phuong","04","Phường 04","04, 10, Hồ Chí Minh","Phường 04, Quận 10, Thành phố Hồ Chí Minh","27193","771","False"
"60eaaa721173335842c3695b","04","phuong","04","Phường 04","04, 11, Hồ Chí Minh","Phường 04, Quận 11, Thành phố Hồ Chí Minh","27244","772","False"
"60eaaa721173335842c36966","04","phuong","04","Phường 04","04, 4, Hồ Chí Minh","Phường 04, Quận 4, Thành phố Hồ Chí Minh","27283","773","False"
"60eaaa721173335842c3696c","04","phuong","04","Phường 04","04, 5, Hồ Chí Minh","Phường 04, Quận 5, Thành phố Hồ Chí Minh","27301","774","False"
"60eaaa721173335842c36983","04","phuong","04","Phường 04","04, 6, Hồ Chí Minh","Phường 04, Quận 6, Thành phố Hồ Chí Minh","27373","775","False"
"60eaaa721173335842c3698f","04","phuong","04","Phường 04","04, 8, Hồ Chí Minh","Phường 04, Quận 8, Thành phố Hồ Chí Minh","27409","776","False"
"60eaaa721173335842c368d0","05","phuong","05","Phường 05","05, Gò Vấp, Hồ Chí Minh","Phường 05, Quận Gò Vấp, Thành phố Hồ Chí Minh","26887","764","False"
"60eaaa721173335842c368de","05","phuong","05","Phường 05","05, Bình Thạnh, Hồ Chí Minh","Phường 05, Quận Bình Thạnh, Thành phố Hồ Chí Minh","26923","765","False"
"60eaaa721173335842c368f4","05","phuong","05","Phường 05","05, Tân Bình, Hồ Chí Minh","Phường 05, Quận Tân Bình, Thành phố Hồ Chí Minh","26989","766","False"
"60eaaa721173335842c36907","05","phuong","05","Phường 05","05, Phú Nhuận, Hồ Chí Minh","Phường 05, Quận Phú Nhuận, Thành phố Hồ Chí Minh","27046","768","False"
"60eaaa721173335842c3693d","05","phuong","05","Phường 05","05, 3, Hồ Chí Minh","Phường 05, Quận 3, Thành phố Hồ Chí Minh","27151","770","False"
"60eaaa721173335842c3694d","05","phuong","05","Phường 05","05, 10, Hồ Chí Minh","Phường 05, Quận 10, Thành phố Hồ Chí Minh","27199","771","False"
"60eaaa721173335842c36950","05","phuong","05","Phường 05","05, 11, Hồ Chí Minh","Phường 05, Quận 11, Thành phố Hồ Chí Minh","27211","772","False"
"60eaaa721173335842c36976","05","phuong","05","Phường 05","05, 5, Hồ Chí Minh","Phường 05, Quận 5, Thành phố Hồ Chí Minh","27334","774","False"
"60eaaa721173335842c3697f","05","phuong","05","Phường 05","05, 6, Hồ Chí Minh","Phường 05, Quận 6, Thành phố Hồ Chí Minh","27361","775","False"
"60eaaa721173335842c36992","05","phuong","05","Phường 05","05, 8, Hồ Chí Minh","Phường 05, Quận 8, Thành phố Hồ Chí Minh","27418","776","False"
"60eaaa721173335842c368e1","06","phuong","06","Phường 06","06, Bình Thạnh, Hồ Chí Minh","Phường 06, Quận Bình Thạnh, Thành phố Hồ Chí Minh","26932","765","False"
"60eaaa721173335842c368f6","06","phuong","06","Phường 06","06, Tân Bình, Hồ Chí Minh","Phường 06, Quận Tân Bình, Thành phố Hồ Chí Minh","26995","766","False"
"60eaaa721173335842c3694e","06","phuong","06","Phường 06","06, 10, Hồ Chí Minh","Phường 06, Quận 10, Thành phố Hồ Chí Minh","27202","771","False"
"60eaaa721173335842c3695a","06","phuong","06","Phường 06","06, 11, Hồ Chí Minh","Phường 06, Quận 11, Thành phố Hồ Chí Minh","27241","772","False"
"60eaaa721173335842c36961","06","phuong","06","Phường 06","06, 4, Hồ Chí Minh","Phường 06, Quận 4, Thành phố Hồ Chí Minh","27265","773","False"
"60eaaa721173335842c36977","06","phuong","06","Phường 06","06, 5, Hồ Chí Minh","Phường 06, Quận 5, Thành phố Hồ Chí Minh","27337","774","False"
"60eaaa721173335842c3697d","06","phuong","06","Phường 06","06, 6, Hồ Chí Minh","Phường 06, Quận 6, Thành phố Hồ Chí Minh","27355","775","False"
"60eaaa721173335842c36994","06","phuong","06","Phường 06","06, 8, Hồ Chí Minh","Phường 06, Quận 8, Thành phố Hồ Chí Minh","27424","776","False"
"60eaaa721173335842c368d1","07","phuong","07","Phường 07","07, Gò Vấp, Hồ Chí Minh","Phường 07, Quận Gò Vấp, Thành phố Hồ Chí Minh","26890","764","False"
"60eaaa721173335842c368df","07","phuong","07","Phường 07","07, Bình Thạnh, Hồ Chí Minh","Phường 07, Quận Bình Thạnh, Thành phố Hồ Chí Minh","26926","765","False"
"60eaaa721173335842c368f3","07","phuong","07","Phường 07","07, Tân Bình, Hồ Chí Minh","Phường 07, Quận Tân Bình, Thành phố Hồ Chí Minh","26986","766","False"
"60eaaa721173335842c36909","07","phuong","07","Phường 07","07, Phú Nhuận, Hồ Chí Minh","Phường 07, Quận Phú Nhuận, Thành phố Hồ Chí Minh","27052","768","False"
"60eaaa721173335842c3694c","07","phuong","07","Phường 07","07, 10, Hồ Chí Minh","Phường 07, Quận 10, Thành phố Hồ Chí Minh","27196","771","False"
"60eaaa721173335842c36959","07","phuong","07","Phường 07","07, 11, Hồ Chí Minh","Phường 07, Quận 11, Thành phố Hồ Chí Minh","27238","772","False"
"60eaaa721173335842c36972","07","phuong","07","Phường 07","07, 5, Hồ Chí Minh","Phường 07, Quận 5, Thành phố Hồ Chí Minh","27322","774","False"
"60eaaa721173335842c36986","07","phuong","07","Phường 07","07, 6, Hồ Chí Minh","Phường 07, Quận 6, Thành phố Hồ Chí Minh","27382","775","False"
"60eaaa721173335842c36997","07","phuong","07","Phường 07","07, 8, Hồ Chí Minh","Phường 07, Quận 8, Thành phố Hồ Chí Minh","27433","776","False"
"60eaaa721173335842c368f7","08","phuong","08","Phường 08","08, Tân Bình, Hồ Chí Minh","Phường 08, Quận Tân Bình, Thành phố Hồ Chí Minh","26998","766","False"
"60eaaa721173335842c3690d","08","phuong","08","Phường 08","08, Phú Nhuận, Hồ Chí Minh","Phường 08, Quận Phú Nhuận, Thành phố Hồ Chí Minh","27064","768","False"
"60eaaa721173335842c36949","08","phuong","08","Phường 08","08, 10, Hồ Chí Minh","Phường 08, Quận 10, Thành phố Hồ Chí Minh","27187","771","False"
"60eaaa721173335842c36956","08","phuong","08","Phường 08","08, 11, Hồ Chí Minh","Phường 08, Quận 11, Thành phố Hồ Chí Minh","27229","772","False"
"60eaaa721173335842c36962","08","phuong","08","Phường 08","08, 4, Hồ Chí Minh","Phường 08, Quận 4, Thành phố Hồ Chí Minh","27268","773","False"
"60eaaa721173335842c36971","08","phuong","08","Phường 08","08, 5, Hồ Chí Minh","Phường 08, Quận 5, Thành phố Hồ Chí Minh","27316","774","False"
"60eaaa721173335842c36984","08","phuong","08","Phường 08","08, 6, Hồ Chí Minh","Phường 08, Quận 6, Thành phố Hồ Chí Minh","27376","775","False"
"60eaaa721173335842c36988","08","phuong","08","Phường 08","08, 8, Hồ Chí Minh","Phường 08, Quận 8, Thành phố Hồ Chí Minh","27388","776","False"
"60eaaa721173335842c368f8","09","phuong","09","Phường 09","09, Tân Bình, Hồ Chí Minh","Phường 09, Quận Tân Bình, Thành phố Hồ Chí Minh","27001","766","False"
"60eaaa721173335842c36908","09","phuong","09","Phường 09","09, Phú Nhuận, Hồ Chí Minh","Phường 09, Quận Phú Nhuận, Thành phố Hồ Chí Minh","27049","768","False"
"60eaaa721173335842c3693a","09","phuong","09","Phường 09","09, 3, Hồ Chí Minh","Phường 09, Quận 3, Thành phố Hồ Chí Minh","27142","770","False"
"60eaaa721173335842c36947","09","phuong","09","Phường 09","09, 10, Hồ Chí Minh","Phường 09, Quận 10, Thành phố Hồ Chí Minh","27181","771","False"
"60eaaa721173335842c36957","09","phuong","09","Phường 09","09, 11, Hồ Chí Minh","Phường 09, Quận 11, Thành phố Hồ Chí Minh","27232","772","False"
"60eaaa721173335842c36960","09","phuong","09","Phường 09","09, 4, Hồ Chí Minh","Phường 09, Quận 4, Thành phố Hồ Chí Minh","27262","773","False"
"60eaaa721173335842c3696d","09","phuong","09","Phường 09","09, 5, Hồ Chí Minh","Phường 09, Quận 5, Thành phố Hồ Chí Minh","27304","774","False"
"60eaaa721173335842c3697c","09","phuong","09","Phường 09","09, 6, Hồ Chí Minh","Phường 09, Quận 6, Thành phố Hồ Chí Minh","27352","775","False"
"60eaaa721173335842c3698d","09","phuong","09","Phường 09","09, 8, Hồ Chí Minh","Phường 09, Quận 8, Thành phố Hồ Chí Minh","27403","776","False"
"60eaaa721173335842c36614","1","phuong","1","Phường 1","1, Bảo Lộc, Lâm Đồng","Phường 1, Thành phố Bảo Lộc, Tỉnh Lâm Đồng","24823","673","False"
"60eaaa721173335842c366fe","1","phuong","1","Phường 1","1, Tây Ninh, Tây Ninh","Phường 1, Thành phố Tây Ninh, Tỉnh Tây Ninh","25456","703","False"
"60eaaa721173335842c36861","1","phuong","1","Phường 1","1, Vũng Tàu, Bà Rịa - Vũng Tàu","Phường 1, Thành phố Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu","26506","747","False"
"60eaaa721173335842c369ef","1","phuong","1","Phường 1","1, Tân An, Long An","Phường 1, Thành phố Tân An, Tỉnh Long An","27694","794","False"
"60eaaa721173335842c35e8c","1","phuong","1","Phường 1","1, Đông Hà, Quảng Trị","Phường 1, Thành phố Đông Hà, Tỉnh Quảng Trị","19333","461","False"
"60eaaa721173335842c35e94","1","phuong","1","Phường 1","1, Quảng Trị, Quảng Trị","Phường 1, Thị xã Quảng Trị, Tỉnh Quảng Trị","19357","462","False"
"60eaaa721173335842c36606","1","phuong","1","Phường 1","1, Đà Lạt, Lâm Đồng","Phường 1, Thành phố Đà Lạt, Tỉnh Lâm Đồng","24784","672","False"
"60eaaa721173335842c369f9","1","phuong","1","Phường 1","1, Kiến Tường, Long An","Phường 1, Thị xã Kiến Tường, Tỉnh Long An","27787","795","False"
"60eaaa721173335842c3620a","1","phuong","1","Phường 1","1, Tuy Hoà, Phú Yên","Phường 1, Thành phố Tuy Hoà, Tỉnh Phú Yên","22015","555","False"
"60eaaa721173335842c36aab","1","phuong","1","Phường 1","1, Mỹ Tho, Tiền Giang","Phường 1, Thành phố Mỹ Tho, Tỉnh Tiền Giang","28261","815","False"
"60eaaa721173335842c36abb","1","phuong","1","Phường 1","1, Gò Công, Tiền Giang","Phường 1, Thị xã Gò Công, Tỉnh Tiền Giang","28303","816","False"
"60eaaa721173335842c36ac4","1","phuong","1","Phường 1","1, Cai Lậy, Tiền Giang","Phường 1, Thị xã Cai Lậy, Tỉnh Tiền Giang","28435","817","False"
"60eaaa721173335842c36bf1","1","phuong","1","Phường 1","1, Trà Vinh, Trà Vinh","Phường 1, Thành phố Trà Vinh, Tỉnh Trà Vinh","29239","842","False"
"60eaaa721173335842c36c53","1","phuong","1","Phường 1","1, Duyên Hải, Trà Vinh","Phường 1, Thị xã Duyên Hải, Tỉnh Trà Vinh","29512","851","False"
"60eaaa721173335842c36c5c","1","phuong","1","Phường 1","1, Vĩnh Long, Vĩnh Long","Phường 1, Thành phố Vĩnh Long, Tỉnh Vĩnh Long","29548","855","False"
"60eaaa721173335842c36cc6","1","phuong","1","Phường 1","1, Cao Lãnh, Đồng Tháp","Phường 1, Thành phố Cao Lãnh, Tỉnh Đồng Tháp","29866","866","False"
"60eaaa721173335842c36cd5","1","phuong","1","Phường 1","1, Sa Đéc, Đồng Tháp","Phường 1, Thành phố Sa Đéc, Tỉnh Đồng Tháp","29905","867","False"
"60eaaa731173335842c36f23","1","phuong","1","Phường 1","1, Sóc Trăng, Sóc Trăng","Phường 1, Thành phố Sóc Trăng, Tỉnh Sóc Trăng","31513","941","False"
"60eaaa731173335842c36f64","1","phuong","1","Phường 1","1, Ngã Năm, Sóc Trăng","Phường 1, Thị xã Ngã Năm, Tỉnh Sóc Trăng","31732","948","False"
"60eaaa731173335842c36f76","1","phuong","1","Phường 1","1, Vĩnh Châu, Sóc Trăng","Phường 1, Thị xã Vĩnh Châu, Tỉnh Sóc Trăng","31783","950","False"
"60eaaa731173335842c36f8f","1","phuong","1","Phường 1","1, Bạc Liêu, Bạc Liêu","Phường 1, Thành phố Bạc Liêu, Tỉnh Bạc Liêu","31825","954","False"
"60eaaa731173335842c36fae","1","phuong","1","Phường 1","1, Giá Rai, Bạc Liêu","Phường 1, Thị xã Giá Rai, Tỉnh Bạc Liêu","31942","959","False"
"60eaaa731173335842c36fcd","1","phuong","1","Phường 1","1, Cà Mau, Cà Mau","Phường 1, Thành phố Cà Mau, Tỉnh Cà Mau","32005","964","False"
"60eaaa721173335842c3660a","10","phuong","10","Phường 10","10, Đà Lạt, Lâm Đồng","Phường 10, Thành phố Đà Lạt, Tỉnh Lâm Đồng","24796","672","False"
"60eaaa721173335842c3686e","10","phuong","10","Phường 10","10, Vũng Tàu, Bà Rịa - Vũng Tàu","Phường 10, Thành phố Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu","26536","747","False"
"60eaaa721173335842c368cf","10","phuong","10","Phường 10","10, Gò Vấp, Hồ Chí Minh","Phường 10, Quận Gò Vấp, Thành phố Hồ Chí Minh","26884","764","False"
"60eaaa721173335842c368f5","10","phuong","10","Phường 10","10, Tân Bình, Hồ Chí Minh","Phường 10, Quận Tân Bình, Thành phố Hồ Chí Minh","26992","766","False"
"60eaaa721173335842c3690f","10","phuong","10","Phường 10","10, Phú Nhuận, Hồ Chí Minh","Phường 10, Quận Phú Nhuận, Thành phố Hồ Chí Minh","27070","768","False"
"60eaaa721173335842c3693b","10","phuong","10","Phường 10","10, 3, Hồ Chí Minh","Phường 10, Quận 3, Thành phố Hồ Chí Minh","27145","770","False"
"60eaaa721173335842c36946","10","phuong","10","Phường 10","10, 10, Hồ Chí Minh","Phường 10, Quận 10, Thành phố Hồ Chí Minh","27178","771","False"
"60eaaa721173335842c36954","10","phuong","10","Phường 10","10, 11, Hồ Chí Minh","Phường 10, Quận 11, Thành phố Hồ Chí Minh","27223","772","False"
"60eaaa721173335842c36963","10","phuong","10","Phường 10","10, 4, Hồ Chí Minh","Phường 10, Quận 4, Thành phố Hồ Chí Minh","27271","773","False"
"60eaaa721173335842c36978","10","phuong","10","Phường 10","10, 5, Hồ Chí Minh","Phường 10, Quận 5, Thành phố Hồ Chí Minh","27340","774","False"
"60eaaa721173335842c36987","10","phuong","10","Phường 10","10, 6, Hồ Chí Minh","Phường 10, Quận 6, Thành phố Hồ Chí Minh","27385","775","False"
"60eaaa721173335842c3698e","10","phuong","10","Phường 10","10, 8, Hồ Chí Minh","Phường 10, Quận 8, Thành phố Hồ Chí Minh","27406","776","False"
"60eaaa721173335842c36ab0","10","phuong","10","Phường 10","10, Mỹ Tho, Tiền Giang","Phường 10, Thành phố Mỹ Tho, Tỉnh Tiền Giang","28276","815","False"
"60eaaa731173335842c36f27","10","phuong","10","Phường 10","10, Sóc Trăng, Sóc Trăng","Phường 10, Thành phố Sóc Trăng, Tỉnh Sóc Trăng","31525","941","False"
"60eaaa721173335842c3660b","11","phuong","11","Phường 11","11, Đà Lạt, Lâm Đồng","Phường 11, Thành phố Đà Lạt, Tỉnh Lâm Đồng","24799","672","False"
"60eaaa721173335842c3686f","11","phuong","11","Phường 11","11, Vũng Tàu, Bà Rịa - Vũng Tàu","Phường 11, Thành phố Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu","26539","747","False"
"60eaaa721173335842c368d6","11","phuong","11","Phường 11","11, Gò Vấp, Hồ Chí Minh","Phường 11, Quận Gò Vấp, Thành phố Hồ Chí Minh","26899","764","False"
"60eaaa721173335842c368d9","11","phuong","11","Phường 11","11, Bình Thạnh, Hồ Chí Minh","Phường 11, Quận Bình Thạnh, Thành phố Hồ Chí Minh","26908","765","False"
"60eaaa721173335842c368f2","11","phuong","11","Phường 11","11, Tân Bình, Hồ Chí Minh","Phường 11, Quận Tân Bình, Thành phố Hồ Chí Minh","26983","766","False"
"60eaaa721173335842c36910","11","phuong","11","Phường 11","11, Phú Nhuận, Hồ Chí Minh","Phường 11, Quận Phú Nhuận, Thành phố Hồ Chí Minh","27073","768","False"
"60eaaa721173335842c36937","11","phuong","11","Phường 11","11, 3, Hồ Chí Minh","Phường 11, Quận 3, Thành phố Hồ Chí Minh","27133","770","False"
"60eaaa721173335842c36945","11","phuong","11","Phường 11","11, 10, Hồ Chí Minh","Phường 11, Quận 10, Thành phố Hồ Chí Minh","27175","771","False"
"60eaaa721173335842c36952","11","phuong","11","Phường 11","11, 11, Hồ Chí Minh","Phường 11, Quận 11, Thành phố Hồ Chí Minh","27217","772","False"
"60eaaa721173335842c36974","11","phuong","11","Phường 11","11, 5, Hồ Chí Minh","Phường 11, Quận 5, Thành phố Hồ Chí Minh","27328","774","False"
"60eaaa721173335842c36980","11","phuong","11","Phường 11","11, 6, Hồ Chí Minh","Phường 11, Quận 6, Thành phố Hồ Chí Minh","27364","775","False"
"60eaaa721173335842c3698c","11","phuong","11","Phường 11","11, 8, Hồ Chí Minh","Phường 11, Quận 8, Thành phố Hồ Chí Minh","27400","776","False"
"60eaaa721173335842c36cc5","11","phuong","11","Phường 11","11, Cao Lãnh, Đồng Tháp","Phường 11, Thành phố Cao Lãnh, Tỉnh Đồng Tháp","29863","866","False"
"60eaaa721173335842c36870","12","phuong","12","Phường 12","12, Vũng Tàu, Bà Rịa - Vũng Tàu","Phường 12, Thành phố Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu","26542","747","False"
"60eaaa721173335842c368cd","12","phuong","12","Phường 12","12, Gò Vấp, Hồ Chí Minh","Phường 12, Quận Gò Vấp, Thành phố Hồ Chí Minh","26881","764","False"
"60eaaa721173335842c368dc","12","phuong","12","Phường 12","12, Bình Thạnh, Hồ Chí Minh","Phường 12, Quận Bình Thạnh, Thành phố Hồ Chí Minh","26917","765","False"
"60eaaa721173335842c368ee","12","phuong","12","Phường 12","12, Tân Bình, Hồ Chí Minh","Phường 12, Quận Tân Bình, Thành phố Hồ Chí Minh","26971","766","False"
"60eaaa721173335842c36936","12","phuong","12","Phường 12","12, 3, Hồ Chí Minh","Phường 12, Quận 3, Thành phố Hồ Chí Minh","27130","770","False"
"60eaaa721173335842c36944","12","phuong","12","Phường 12","12, 10, Hồ Chí Minh","Phường 12, Quận 10, Thành phố Hồ Chí Minh","27172","771","False"
"60eaaa721173335842c36958","12","phuong","12","Phường 12","12, 11, Hồ Chí Minh","Phường 12, Quận 11, Thành phố Hồ Chí Minh","27235","772","False"
"60eaaa721173335842c3696f","12","phuong","12","Phường 12","12, 5, Hồ Chí Minh","Phường 12, Quận 5, Thành phố Hồ Chí Minh","27310","774","False"
"60eaaa721173335842c3697e","12","phuong","12","Phường 12","12, 6, Hồ Chí Minh","Phường 12, Quận 6, Thành phố Hồ Chí Minh","27358","775","False"
"60eaaa721173335842c36991","12","phuong","12","Phường 12","12, 8, Hồ Chí Minh","Phường 12, Quận 8, Thành phố Hồ Chí Minh","27415","776","False"
"60eaaa721173335842c36603","12","phuong","12","Phường 12","12, Đà Lạt, Lâm Đồng","Phường 12, Thành phố Đà Lạt, Tỉnh Lâm Đồng","24775","672","False"
"60eaaa721173335842c368c9","13","phuong","13","Phường 13","13, Gò Vấp, Hồ Chí Minh","Phường 13, Quận Gò Vấp, Thành phố Hồ Chí Minh","26872","764","False"
"60eaaa721173335842c368d8","13","phuong","13","Phường 13","13, Bình Thạnh, Hồ Chí Minh","Phường 13, Quận Bình Thạnh, Thành phố Hồ Chí Minh","26905","765","False"
"60eaaa721173335842c368ef","13","phuong","13","Phường 13","13, Tân Bình, Hồ Chí Minh","Phường 13, Quận Tân Bình, Thành phố Hồ Chí Minh","26974","766","False"
"60eaaa721173335842c36912","13","phuong","13","Phường 13","13, Phú Nhuận, Hồ Chí Minh","Phường 13, Quận Phú Nhuận, Thành phố Hồ Chí Minh","27085","768","False"
"60eaaa721173335842c36938","13","phuong","13","Phường 13","13, 3, Hồ Chí Minh","Phường 13, Quận 3, Thành phố Hồ Chí Minh","27136","770","False"
